,feature1,feature2,correlation,Abs Correlation
1035,F_DISABL,F_SNGPNT,0.9997310050058131,0.9997310050058131
1055,F_SNGPNT,F_DISABL,0.9997310050058131,0.9997310050058131
929,F_NOHSDP,F_HBURD,0.9997305106166662,0.9997305106166662
909,F_HBURD,F_NOHSDP,0.9997305106166662,0.9997305106166662
954,F_UNINSUR,F_DISABL,0.9997294991344055,0.9997294991344055
1031,F_DISABL,F_UNINSUR,0.9997294991344055,0.9997294991344055
1001,F_AGE65,F_MOBILE,0.99972802918985,0.99972802918985
1171,F_MOBILE,F_AGE65,0.99972802918985,0.99972802918985
989,F_AGE65,F_HBURD,0.9997260483748416,0.9997260483748416
912,F_HBURD,F_AGE65,0.9997260483748416,0.9997260483748416
1175,F_MOBILE,F_LIMENG,0.9997249950532027,0.9997249950532027
1081,F_LIMENG,F_MOBILE,0.9997249950532027,0.9997249950532027
987,F_AGE65,F_POV150,0.9997245088686659,0.9997245088686659
872,F_POV150,F_AGE65,0.9997245088686659,0.9997245088686659
1235,F_GROUPQ,F_LIMENG,0.9997244944616761,0.9997244944616761
1084,F_LIMENG,F_GROUPQ,0.9997244944616761,0.9997244944616761
1038,F_DISABL,F_MINRTY,0.9997239897936809,0.9997239897936809
1039,F_DISABL,F_THEME3,0.9997239897936809,0.9997239897936809
1134,F_THEME3,F_DISABL,0.9997239897936809,0.9997239897936809
1115,F_MINRTY,F_DISABL,0.9997239897936809,0.9997239897936809
1042,F_DISABL,F_CROWD,0.9997235170702912,0.9997235170702912
1193,F_CROWD,F_DISABL,0.9997235170702912,0.9997235170702912
952,F_UNINSUR,F_AGE65,0.9997230306603876,0.9997230306603876
991,F_AGE65,F_UNINSUR,0.9997230306603876,0.9997230306603876
1020,F_AGE17,F_MUNIT,0.9997224883482867,0.9997224883482867
1152,F_MUNIT,F_AGE17,0.9997224883482867,0.9997224883482867
1021,F_AGE17,F_MOBILE,0.9997219843734035,0.9997219843734035
1172,F_MOBILE,F_AGE17,0.9997219843734035,0.9997219843734035
1191,F_CROWD,F_AGE65,0.9997199766452541,0.9997199766452541
1002,F_AGE65,F_CROWD,0.9997199766452541,0.9997199766452541
1239,F_GROUPQ,F_MUNIT,0.9997184862199698,0.9997184862199698
1162,F_MUNIT,F_GROUPQ,0.9997184862199698,0.9997184862199698
1060,F_SNGPNT,F_MUNIT,0.9997184837661901,0.9997184837661901
1154,F_MUNIT,F_SNGPNT,0.9997184837661901,0.9997184837661901
1167,F_MOBILE,F_HBURD,0.9997184813314723,0.9997184813314723
921,F_HBURD,F_MOBILE,0.9997184813314723,0.9997184813314723
910,F_HBURD,F_UNINSUR,0.9997174779349134,0.9997174779349134
949,F_UNINSUR,F_HBURD,0.9997174779349134,0.9997174779349134
996,F_AGE65,F_LIMENG,0.9997145334678283,0.9997145334678283
1073,F_LIMENG,F_AGE65,0.9997145334678283,0.9997145334678283
1000,F_AGE65,F_MUNIT,0.9997135188217715,0.9997135188217715
1151,F_MUNIT,F_AGE65,0.9997135188217715,0.9997135188217715
999,F_AGE65,F_THEME3,0.9997134971636318,0.9997134971636318
998,F_AGE65,F_MINRTY,0.9997134971636318,0.9997134971636318
1132,F_THEME3,F_AGE65,0.9997134971636318,0.9997134971636318
1113,F_MINRTY,F_AGE65,0.9997134971636318,0.9997134971636318
990,F_AGE65,F_NOHSDP,0.999711981527747,0.999711981527747
932,F_NOHSDP,F_AGE65,0.999711981527747,0.999711981527747
1003,F_AGE65,F_NOVEH,0.999711503605713,0.999711503605713
1211,F_NOVEH,F_AGE65,0.999711503605713,0.999711503605713
995,F_AGE65,F_SNGPNT,0.9997114845440224,0.9997114845440224
1053,F_SNGPNT,F_AGE65,0.9997114845440224,0.9997114845440224
1004,F_AGE65,F_GROUPQ,0.999710555480196,0.999710555480196
1231,F_GROUPQ,F_AGE65,0.999710555480196,0.999710555480196
1029,F_DISABL,F_HBURD,0.9997104649596975,0.9997104649596975
914,F_HBURD,F_DISABL,0.9997104649596975,0.9997104649596975
900,F_UNEMP,F_MUNIT,0.999707460500555,0.999707460500555
1146,F_MUNIT,F_UNEMP,0.999707460500555,0.999707460500555
1013,F_AGE17,F_AGE65,0.9997064840759582,0.9997064840759582
993,F_AGE65,F_AGE17,0.9997064840759582,0.9997064840759582
1145,F_MUNIT,F_POV150,0.9997064614705005,0.9997064614705005
880,F_POV150,F_MUNIT,0.9997064614705005,0.9997064614705005
1149,F_MUNIT,F_UNINSUR,0.9997059559168743,0.9997059559168743
960,F_UNINSUR,F_MUNIT,0.9997059559168743,0.9997059559168743
1148,F_MUNIT,F_NOHSDP,0.9997029568662081,0.9997029568662081
940,F_NOHSDP,F_MUNIT,0.9997029568662081,0.9997029568662081
1036,F_DISABL,F_LIMENG,0.9997029520867591,0.9997029520867591
1075,F_LIMENG,F_DISABL,0.9997029520867591,0.9997029520867591
1034,F_DISABL,F_AGE17,0.9997029507915698,0.9997029507915698
1014,F_AGE17,F_DISABL,0.9997029507915698,0.9997029507915698
1232,F_GROUPQ,F_AGE17,0.9997014643268977,0.9997014643268977
1024,F_AGE17,F_GROUPQ,0.9997014643268977,0.9997014643268977
1153,F_MUNIT,F_DISABL,0.9996969392279063,0.9996969392279063
1040,F_DISABL,F_MUNIT,0.9996969392279063,0.9996969392279063
1159,F_MUNIT,F_MOBILE,0.9996959382329883,0.9996959382329883
1179,F_MOBILE,F_MUNIT,0.9996959382329883,0.9996959382329883
1094,F_THEME2,F_AGE17,0.9994618600689928,0.9994618600689928
1017,F_AGE17,F_THEME2,0.9994618600689928,0.9994618600689928
1097,F_THEME2,F_LIMENG,0.999444520528314,0.999444520528314
1077,F_LIMENG,F_THEME2,0.999444520528314,0.999444520528314
1223,F_NOVEH,F_THEME4,0.9994297172340979,0.9994297172340979
1262,F_THEME4,F_NOVEH,0.9994297172340979,0.9994297172340979
1057,F_SNGPNT,F_THEME2,0.9994256071225006,0.9994256071225006
1096,F_THEME2,F_SNGPNT,0.9994256071225006,0.9994256071225006
1118,F_MINRTY,F_THEME2,0.9993807918602727,0.9993807918602727
1137,F_THEME3,F_THEME2,0.9993807918602727,0.9993807918602727
1098,F_THEME2,F_MINRTY,0.9993807918602727,0.9993807918602727
1099,F_THEME2,F_THEME3,0.9993807918602727,0.9993807918602727
1263,F_THEME4,F_GROUPQ,0.9993775506969027,0.9993775506969027
1243,F_GROUPQ,F_THEME4,0.9993775506969027,0.9993775506969027
1261,F_THEME4,F_CROWD,0.999373296954077,0.999373296954077
1203,F_CROWD,F_THEME4,0.999373296954077,0.999373296954077
1037,F_DISABL,F_THEME2,0.9993671165849639,0.9993671165849639
1095,F_THEME2,F_DISABL,0.9993671165849639,0.9993671165849639
1260,F_THEME4,F_MOBILE,0.9993595546402154,0.9993595546402154
1183,F_MOBILE,F_THEME4,0.9993595546402154,0.9993595546402154
937,F_NOHSDP,F_THEME2,0.9993514338183802,0.9993514338183802
1090,F_THEME2,F_NOHSDP,0.9993514338183802,0.9993514338183802
1102,F_THEME2,F_CROWD,0.9993445533612502,0.9993445533612502
1196,F_CROWD,F_THEME2,0.9993445533612502,0.9993445533612502
997,F_AGE65,F_THEME2,0.9993352227815211,0.9993352227815211
1093,F_THEME2,F_AGE65,0.9993352227815211,0.9993352227815211
1163,F_MUNIT,F_THEME4,0.9993238512682792,0.9993238512682792
1259,F_THEME4,F_MUNIT,0.9993238512682792,0.9993238512682792
1124,F_MINRTY,F_THEME4,0.9993044040096362,0.9993044040096362
1143,F_THEME3,F_THEME4,0.9993044040096362,0.9993044040096362
1258,F_THEME4,F_THEME3,0.9993044040096362,0.9993044040096362
1257,F_THEME4,F_MINRTY,0.9993044040096362,0.9993044040096362
957,F_UNINSUR,F_THEME2,0.9993040636712921,0.9993040636712921
1091,F_THEME2,F_UNINSUR,0.9993040636712921,0.9993040636712921
1087,F_THEME2,F_POV150,0.9992934957751951,0.9992934957751951
877,F_POV150,F_THEME2,0.9992934957751951,0.9992934957751951
945,F_NOHSDP,F_THEME4,0.9992790634682581,0.9992790634682581
1248,F_THEME4,F_NOHSDP,0.9992790634682581,0.9992790634682581
1245,F_THEME4,F_POV150,0.9992751669981781,0.9992751669981781
885,F_POV150,F_THEME4,0.9992751669981781,0.9992751669981781
897,F_UNEMP,F_THEME2,0.9992676967048968,0.9992676967048968
1088,F_THEME2,F_UNEMP,0.9992676967048968,0.9992676967048968
871,F_POV150,F_THEME1,0.9992651676839475,0.9992651676839475
967,F_THEME1,F_POV150,0.9992651676839475,0.9992651676839475
905,F_UNEMP,F_THEME4,0.9992313468740357,0.9992313468740357
1246,F_THEME4,F_UNEMP,0.9992313468740357,0.9992313468740357
1255,F_THEME4,F_LIMENG,0.9992279946938591,0.9992279946938591
1085,F_LIMENG,F_THEME4,0.9992279946938591,0.9992279946938591
925,F_HBURD,F_THEME4,0.9992258838315837,0.9992258838315837
1247,F_THEME4,F_HBURD,0.9992258838315837,0.9992258838315837
970,F_THEME1,F_NOHSDP,0.9992190401342305,0.9992190401342305
931,F_NOHSDP,F_THEME1,0.9992190401342305,0.9992190401342305
1216,F_NOVEH,F_THEME2,0.9992148763133543,0.9992148763133543
1103,F_THEME2,F_NOVEH,0.9992148763133543,0.9992148763133543
1065,F_SNGPNT,F_THEME4,0.9992081144610249,0.9992081144610249
1254,F_THEME4,F_SNGPNT,0.9992081144610249,0.9992081144610249
1089,F_THEME2,F_HBURD,0.9991992016937487,0.9991992016937487
917,F_HBURD,F_THEME2,0.9991992016937487,0.9991992016937487
891,F_UNEMP,F_THEME1,0.9991953528130346,0.9991953528130346
968,F_THEME1,F_UNEMP,0.9991953528130346,0.9991953528130346
965,F_UNINSUR,F_THEME4,0.9991846341948658,0.9991846341948658
1249,F_THEME4,F_UNINSUR,0.9991846341948658,0.9991846341948658
1176,F_MOBILE,F_THEME2,0.9991827371080897,0.9991827371080897
1101,F_THEME2,F_MOBILE,0.9991827371080897,0.9991827371080897
951,F_UNINSUR,F_THEME1,0.9991296502719372,0.9991296502719372
971,F_THEME1,F_UNINSUR,0.9991296502719372,0.9991296502719372
1025,F_AGE17,F_THEME4,0.9991292670407328,0.9991292670407328
1252,F_THEME4,F_AGE17,0.9991292670407328,0.9991292670407328
1112,F_MINRTY,F_THEME1,0.999105313510667,0.999105313510667
979,F_THEME1,F_THEME3,0.999105313510667,0.999105313510667
1131,F_THEME3,F_THEME1,0.999105313510667,0.999105313510667
978,F_THEME1,F_MINRTY,0.999105313510667,0.999105313510667
1045,F_DISABL,F_THEME4,0.9991045717551726,0.9991045717551726
1253,F_THEME4,F_DISABL,0.9991045717551726,0.9991045717551726
1100,F_THEME2,F_MUNIT,0.999089996955522,0.999089996955522
1156,F_MUNIT,F_THEME2,0.999089996955522,0.999089996955522
1236,F_GROUPQ,F_THEME2,0.9990776710626422,0.9990776710626422
1104,F_THEME2,F_GROUPQ,0.9990776710626422,0.9990776710626422
1305,EP_AFAM,% Total Population: Black or African American Alone,0.9990715611240963,0.9990715611240963
20,% Total Population: Black or African American Alone,EP_AFAM,0.9990715611240963,0.9990715611240963
1052,F_SNGPNT,F_THEME1,0.9990360673476837,0.9990360673476837
975,F_THEME1,F_SNGPNT,0.9990360673476837,0.9990360673476837
969,F_THEME1,F_HBURD,0.9990178209146842,0.9990178209146842
911,F_HBURD,F_THEME1,0.9990178209146842,0.9990178209146842
1210,F_NOVEH,F_THEME1,0.9990064876525526,0.9990064876525526
983,F_THEME1,F_NOVEH,0.9990064876525526,0.9990064876525526
982,F_THEME1,F_CROWD,0.9989950935021944,0.9989950935021944
1190,F_CROWD,F_THEME1,0.9989950935021944,0.9989950935021944
1250,F_THEME4,F_THEME1,0.9989852096632955,0.9989852096632955
985,F_THEME1,F_THEME4,0.9989852096632955,0.9989852096632955
1092,F_THEME2,F_THEME1,0.9989846867445464,0.9989846867445464
977,F_THEME1,F_THEME2,0.9989846867445464,0.9989846867445464
1251,F_THEME4,F_AGE65,0.9989696673720623,0.9989696673720623
1005,F_AGE65,F_THEME4,0.9989696673720623,0.9989696673720623
981,F_THEME1,F_MOBILE,0.9989363482852961,0.9989363482852961
1170,F_MOBILE,F_THEME1,0.9989363482852961,0.9989363482852961
976,F_THEME1,F_LIMENG,0.9989318938755415,0.9989318938755415
1072,F_LIMENG,F_THEME1,0.9989318938755415,0.9989318938755415
973,F_THEME1,F_AGE17,0.9989272357793173,0.9989272357793173
1012,F_AGE17,F_THEME1,0.9989272357793173,0.9989272357793173
974,F_THEME1,F_DISABL,0.9988595329541146,0.9988595329541146
1032,F_DISABL,F_THEME1,0.9988595329541146,0.9988595329541146
1256,F_THEME4,F_THEME2,0.9988268032527665,0.9988268032527665
1105,F_THEME2,F_THEME4,0.9988268032527665,0.9988268032527665
1230,F_GROUPQ,F_THEME1,0.998817288554954,0.998817288554954
984,F_THEME1,F_GROUPQ,0.998817288554954,0.998817288554954
980,F_THEME1,F_MUNIT,0.9987075766253589,0.9987075766253589
1150,F_MUNIT,F_THEME1,0.9987075766253589,0.9987075766253589
972,F_THEME1,F_AGE65,0.9986576299664698,0.9986576299664698
992,F_AGE65,F_THEME1,0.9986576299664698,0.9986576299664698
1324,EP_AIAN,% Total Population: American Indian and Alaska Native Alone,0.997909090695574,0.997909090695574
